"Gene","Module"
"Rasa4","blue"
"Ktn1","blue"
"2810432L12Rik","blue"
"B230312B02Rik","blue"
"Pnliprp1","blue"
"C230081A13Rik","blue"
"Slc39a7","blue"
"Bace2","blue"
"AI317395","blue"
"Cdc25a","blue"
"Skil","blue"
"Sema6d","blue"
"Trygn16","blue"
"Npl","blue"
"Eml2","blue"
"Tlr4","blue"
"Il1r1","blue"
"2310047C17Rik","blue"
"0610039P13Rik","blue"
"Kua","blue"
"Pdcd4","blue"
"Dbt","blue"
"Flna","blue"
"Spink3","blue"
"A930021O22","blue"
"Ii","blue"
"E430025L02Rik","blue"
"S100a10","blue"
"Actr6","blue"
"Ap2m1","blue"
"2610001E17Rik","blue"
"Tnrc11","blue"
"2810468K05Rik","blue"
"BC043118","blue"
"C730048C13Rik","blue"
"AW209059","blue"
"Ppargc1b","blue"
"2610002D18Rik","blue"
"Tpm4","blue"
"Slc30a2","blue"
"H2-M3","blue"
"Btbd5","blue"
"Cyp51","blue"
"Ripk1","blue"
"Mmp27","blue"
"Ncoa4","blue"
"Peg12","blue"
"Lims1","blue"
"Zf","blue"
"AI428936","blue"
"Rhoc","blue"
"BC053460","blue"
"Zfp239","blue"
"Mrvi1","blue"
"Hmgb2","blue"
"Col4a2","blue"
"2410004L22Rik","blue"
"Mlr2","blue"
"3110079L04Rik","blue"
"AI173486","blue"
"Sin3b","blue"
"Cyp2c37","blue"
"Col14a1","blue"
"Col4a1","blue"
"Hbxip","blue"
"Acsl4","blue"
"Pbk","blue"
"Olfr918","blue"
"Phxr4","blue"
"Prg","blue"
"Wisp1","blue"
"Ctsg","blue"
"Grit","blue"
"Tcte1l","blue"
"Drctnnb1a","blue"
"1700007D05Rik","blue"
"Cldn12","blue"
"Gm316","blue"
"Aass","blue"
"AA408556","blue"
"Got1","blue"
"D10Bur2e","blue"
"Gjb2","blue"
"Gdap10","blue"
"Nup210","blue"
"Calcrl","blue"
"5830404H04Rik","blue"
"Klk6","blue"
"Cotl1","blue"
"Grpel2","blue"
"Dusp10","blue"
"Acp1","blue"
"Phxr3","blue"
"Rnu22","blue"
"2600005O03Rik","blue"
"Hils1","blue"
"BC027663","blue"
"4933428I03Rik","blue"
"Mcm4","blue"
"Sdcbp","blue"
"Acadm","blue"
"1700021K02Rik","blue"
"Pfn1","blue"
"Pafah1b1","blue"
"5730528L13Rik","blue"
"Tnfaip2","blue"
"Itgb2","blue"
"Hba-x","blue"
"Plat","blue"
"Abcc9","blue"
"Itih4","blue"
"Dnajb9","blue"
"3300002I08Rik","blue"
"BC042901","blue"
"Tat","blue"
"2610318I01Rik","blue"
"2610318G18Rik","blue"
"2310004K20Rik","blue"
"Apob48r","blue"
"Adamts10","blue"
"Vps52","blue"
"Rgs10","blue"
"Rab5a","blue"
"Slc37a1","blue"
"Fmnl2","blue"
"A530088H08Rik","blue"
"Defb4","blue"
"Mkks","blue"
"Bcl2a1b","blue"
"Bcap29","blue"
"Plac8","blue"
"Zbtb5","blue"
"Btbd7","blue"
"Dip2","blue"
"3110035E14Rik","blue"
"Cel","blue"
"Terf2","blue"
"Sesn2","blue"
"Olfr904","blue"
"Sprrl7","blue"
"Stat1","blue"
"3930401K13Rik","blue"
"Epb4.1l2","blue"
"8430416H19Rik","blue"
"Rgs3","blue"
"1700028N11Rik","blue"
"Pdlim2","blue"
"9430083G14Rik","blue"
"Nid1","blue"
"Tnip1","blue"
"Mbl1","blue"
"Cggbp1","blue"
"Fxyd5","blue"
"Rpl36a","blue"
"Mmp13","blue"
"Scnn1a","blue"
"Lrp11","blue"
"Cln2","blue"
"5430435G22Rik","blue"
"Kctd15","blue"
"Pak2","blue"
"A730019I05Rik","blue"
"Notch4","blue"
"Slc5a1","blue"
"Hey1","blue"
"Cpox","blue"
"Soat1","blue"
"E130014J05Rik","blue"
"Ckb","blue"
"Fmo2","blue"
"2810004A10Rik","blue"
"Nr1i2","blue"
"C330018J07Rik","blue"
"Atad2","blue"
"Tdo2","blue"
"Ddx25","blue"
"Serpinb12","blue"
"Pla2g4a","blue"
"P2ry12","blue"
"Thbs2","blue"
"Gcnt1","blue"
"Gabarapl1","blue"
"1700007I06Rik","blue"
"C530025K05Rik","blue"
"4933425I22Rik","blue"
"Kdelr1","blue"
"C130010K08Rik","blue"
"Tm4sf2","blue"
"Sms","blue"
"Mafa","blue"
"1600019O04Rik","blue"
"Zbtb9","blue"
"Smc4l1","blue"
"Atp2a1","blue"
"Eva","blue"
"3732412D22Rik","blue"
"Klk5","blue"
"Tcra","blue"
"Kdelr2","blue"
"Anxa13","blue"
"Scpep1","blue"
"Sfrs1","blue"
"Rpl31","blue"
"Il1rapl2","blue"
"Mylc2pl","blue"
"2310014L17Rik","blue"
"Slc6a8","blue"
"1810011E08Rik","blue"
"D19Ertd703e","blue"
"Laptm4a","blue"
"Tgfbi","blue"
"Scamp2","blue"
"Nr2f1","blue"
"Ankrd25","blue"
"Ctsc","blue"
"Bche","blue"
"Myh9","blue"
"Tulp3","blue"
"Bucs1","blue"
"D10Ertd718e","blue"
"2310043D08Rik","blue"
"Mtmr4","blue"
"Asl","blue"
"Ubd","blue"
"Gpr109b","blue"
"Foxj2","blue"
"Cckar","blue"
"Chsy1","blue"
"Guca1b","blue"
"Col5a1","blue"
"2010002N04Rik","blue"
"Rin2","blue"
"Tbx21","blue"
"2810457I06Rik","blue"
"2700055K07Rik","blue"
"Grin3b","blue"
"Arpc3","blue"
"Dkk3","blue"
"Casp12","blue"
"Slc25a10","blue"
"Pace4","blue"
"Il2rb","blue"
"Hoxb2","blue"
"Sgk2","blue"
"Cd4","blue"
"Tbc1d15","blue"
"Ptp4a1","blue"
"A830018L16Rik","blue"
"5330421F07Rik","blue"
"4932441K18","blue"
"BC013481","blue"
"Ifngr2","blue"
"1200015F23Rik","blue"
"Hey2","blue"
"Bzw2","blue"
"Midn","blue"
"mKIAA1236","blue"
"Cks1","blue"
"C030046I01Rik","blue"
"A530050D06Rik","blue"
"Maged2","blue"
"2310007F04Rik","blue"
"2610204M08Rik","blue"
"Cd68","blue"
"2010107E04Rik","blue"
"Rassf1","blue"
"Olfr307","blue"
"Hspb8","blue"
"A730024F05Rik","blue"
"Sgcd","blue"
"Ap1s2","blue"
"BC017647","blue"
"Lox","blue"
"Gale","blue"
"C79267","blue"
"2900073G15Rik","blue"
"Cbx4","blue"
"5730547N13Rik","blue"
"Trim30","blue"
"BC022133","blue"
"Abcc3","blue"
"Cgn","blue"
"Set","blue"
"Prosc","blue"
"Grasp","blue"
"Col1a1","blue"
"Mgll","blue"
"4933409L06Rik","blue"
"Nkx2-3","blue"
"Iars","blue"
"Aldh9a1","blue"
"Ptpn13","blue"
"Ndufa1","blue"
"Zfp219","blue"
"Cd2ap","blue"
"Nudt1","blue"
"Arhgap4","blue"
"1810035L17Rik","blue"
"Serpina3c","blue"
"Skiip","blue"
"Kai1","blue"
"A230106M15Rik","blue"
"Cald1","blue"
"Crat","blue"
"Ush1c","blue"
"Gca","blue"
"2600016J21Rik","blue"
"2310076E16Rik","blue"
"B230378H13Rik","blue"
"Pfkfb1","blue"
"1110012E06Rik","blue"
"Prkcd","blue"
"LOC230872","blue"
"Cts7","blue"
"Ptpns1","blue"
"1200013B08Rik","blue"
"Kcnj8","blue"
"S100a8","blue"
"Mmp2","blue"
"9430028I06Rik","blue"
"Gp49b","blue"
"Olfml3","blue"
"Glud","blue"
"Ttrap","blue"
"4631422C13Rik","blue"
"F7","blue"
"Slc7a8","blue"
"0610009B22Rik","blue"
"Hoxb4","blue"
"Zw10","blue"
"Eef1a1","blue"
"Slc6a12","blue"
"Cd36","blue"
"D330012D11Rik","blue"
"Alas2","blue"
"Mdn1","blue"
"Pde6h","blue"
"Anxa1","blue"
"Ms4a4d","blue"
"Osgepl1","blue"
"Exo1","blue"
"Fmnl3","blue"
"1200020A08Rik","blue"
"2310031L18Rik","blue"
"Adam11","blue"
"Pltp","blue"
"Sprrl1","blue"
"BC006779","blue"
"Mlf1","blue"
"5330410G16Rik","blue"
"Nova1","blue"
"D10Wsu93e","blue"
"Fkhl18","blue"
"Psip1","blue"
"Cyp4f14","blue"
"Gpr65","blue"
"Zik1","blue"
"Tjp2","blue"
"1700102P08Rik","blue"
"1200007D18Rik","blue"
"Fgfr4","blue"
"Il18bp","blue"
"Phactr4","blue"
"Paics","blue"
"D4Bwg0951e","blue"
"Fkbp7","blue"
"Sara2","blue"
"S100a9","blue"
"4432412D15Rik","blue"
"Sfrs14","blue"
"Eif4ebp2","blue"
"Trappc3","blue"
"Ela3b","blue"
"Cdc42ep1","blue"
"Ltb4dh","blue"
"Sdc4","blue"
"A430081C19Rik","blue"
"Il5ra","blue"
"4932438A13Rik","blue"
"2610005L07Rik","blue"
"Ldh2","blue"
"BC013712","blue"
"9630050M13Rik","blue"
"BC012016","blue"
"Gsk3b","blue"
"Zfpn1a3","blue"
"Ptpn23","blue"
"Nptxr","blue"
"C1d","blue"
"Gtpbp4","blue"
"Gnai1","blue"
"Lair1","blue"
"Ltbp3","blue"
"Farp1","blue"
"5730446C15Rik","blue"
"Gm644","blue"
"Serpina1a","blue"
"Cmya4","blue"
"Oprs1","blue"
"Slfn5","blue"
"1700096C12Rik","blue"
"Olfr514","blue"
"Lrfn5","blue"
"Lims2","blue"
"Gapds","blue"
"Osbpl8","blue"
"Itih1","blue"
"Myo1f","blue"
"Rnu17d","blue"
"Fhl2","blue"
"Sdpr","blue"
"Ugdh","blue"
"C630005D06Rik","blue"
"Serpina3m","blue"
"B230315M08Rik","blue"
"Leng8","blue"
"0610039C21Rik","blue"
"Lip1","blue"
"Procr","blue"
"5830415L20Rik","blue"
"Cldn15","blue"
"Psmb10","blue"
"B4galt2","blue"
"Dnajc12","blue"
"Myo9b","blue"
"5033428A16Rik","blue"
"4932431F02Rik","blue"
"5730455A04Rik","blue"
"Nol6","blue"
"Mbd1","blue"
"4732495E13Rik","blue"
"Cs","blue"
"Sox13","blue"
"Cox8b","blue"
"Cd83","blue"
"Rgs2","blue"
"2310061N23Rik","blue"
"Thpo","blue"
"Lrg1","blue"
"Abcg5","blue"
"Slc25a16","blue"
"Ogfrl1","blue"
"1500041J02Rik","blue"
"C330017I15Rik","blue"
"Scrib","blue"
"Gbe1","blue"
"Lrat","blue"
"Nfatc2ip","blue"
"Boc","blue"
"Slco1b2","blue"
"Slc39a13","blue"
"Snx10","blue"
"Olfr702","blue"
"Clecsf12","blue"
"5730454B08Rik","blue"
"BC049806","blue"
"1110025F24Rik","blue"
"Fgd6","blue"
"Crtac1","blue"
"Plagl1","blue"
